HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:21151	RNF126	ring finger protein 126	Approved	gene with protein product		FLJ20552	19p13.3	55658	ENSG00000070423	OTTHUMG00000180592	58	Ring finger proteins
HGNC:21152	LONRF3	LON peptidase N-terminal domain and ring finger 3	Approved	gene with protein product	RNF127	FLJ22612	Xq24	79836	ENSG00000175556	OTTHUMG00000022262	58	Ring finger proteins
HGNC:21153	RNF128	ring finger protein 128	Approved	gene with protein product		FLJ23516, GRAIL	Xq22.3	79589	ENSG00000133135	OTTHUMG00000022151	58	Ring finger proteins
HGNC:10057	RNF13	ring finger protein 13	Approved	gene with protein product		RZF	3q25.1	11342	ENSG00000082996	OTTHUMG00000150338	58	Ring finger proteins
HGNC:18280	RNF130	ring finger protein 130	Approved	gene with protein product		GP, G1RZFP, GOLIATH	5q35.3	55819	ENSG00000113269	OTTHUMG00000130909	58	Ring finger proteins
HGNC:17481	PJA2	praja ring finger ubiquitin ligase 2	Approved	gene with protein product	RNF131	KIAA0438, Neurodap1	5q21.3	9867	ENSG00000198961	OTTHUMG00000128750	58	Ring finger proteins
HGNC:25162	NEURL3	neuralized E3 ubiquitin protein ligase 3	Approved	gene with protein product		Lincr, LOC93082, RNF132	2q11.2	93082	ENSG00000163121	OTTHUMG00000128645	58	Ring finger proteins
HGNC:21154	RNF133	ring finger protein 133	Approved	gene with protein product			7q31.32	168433	ENSG00000188050	OTTHUMG00000157092	58	Ring finger proteins
HGNC:21156	PCGF6	polycomb group ring finger 6	Approved	gene with protein product	RNF134	MBLR	10q24.33	84108	ENSG00000156374	OTTHUMG00000018982	58	Ring finger proteins
HGNC:21158	RNF135	ring finger protein 135	Approved	gene with protein product		MGC13061	17q11.2	84282	ENSG00000181481	OTTHUMG00000132867	58	Ring finger proteins
HGNC:14878	BIRC8	baculoviral IAP repeat containing 8	Approved	gene with protein product		ILP-2, hILP2, RNF136	19q13.42	112401	ENSG00000163098	OTTHUMG00000182919	58	Ring finger proteins
HGNC:21161	TRIM68	tripartite motif containing 68	Approved	gene with protein product	RNF137	SS-56, FLJ10369	11p15.4	55128	ENSG00000167333	OTTHUMG00000165723	58	Ring finger proteins
HGNC:17765	RNF138	ring finger protein 138	Approved	gene with protein product		STRIN, NARF	18q12.1	51444	ENSG00000134758	OTTHUMG00000132265	58	Ring finger proteins
HGNC:17023	RNF139	ring finger protein 139	Approved	gene with protein product		TRC8, RCA1, HRCA1	8q24.13	11236	ENSG00000170881	OTTHUMG00000165072	58	Ring finger proteins
HGNC:10058	RNF14	ring finger protein 14	Approved	gene with protein product		ARA54, HFB30, TRIAD2	5q31.3	9604	ENSG00000013561	OTTHUMG00000129660	58	Ring finger proteins
HGNC:3060	DTX1	deltex E3 ubiquitin ligase 1	Approved	gene with protein product		hDx-1, RNF140	12q24.13	1840	ENSG00000135144	OTTHUMG00000169610	58	Ring finger proteins
HGNC:21159	RNF141	ring finger protein 141	Approved	gene with protein product		ZFP26, ZNF230	11p15.3	50862	ENSG00000110315	OTTHUMG00000165712	58	Ring finger proteins
HGNC:17650	SH3RF1	SH3 domain containing ring finger 1	Approved	gene with protein product	SH3MD2	POSH, RNF142, KIAA1494	4q32.3-q33	57630	ENSG00000154447	OTTHUMG00000161010	58	Ring finger proteins
HGNC:30323	DTX3L	deltex E3 ubiquitin ligase 3L	Approved	gene with protein product		BBAP, RNF143	3q21.1	151636	ENSG00000163840	OTTHUMG00000159524	58	Ring finger proteins
HGNC:20457	RNF144A	ring finger protein 144A	Approved	gene with protein product	RNF144	UBCE7IP4, KIAA0161, hUIP4	2p25.1	9781	ENSG00000151692	OTTHUMG00000090353	58	Ring finger proteins
HGNC:21578	RNF144B	ring finger protein 144B	Approved	gene with protein product	IBRDC2	bA528A10.3, P53RFP	6p22.3	255488	ENSG00000137393	OTTHUMG00000014322	58	Ring finger proteins
HGNC:20853	RNF145	ring finger protein 145	Approved	gene with protein product		FLJ31951	5q33.3	153830	ENSG00000145860	OTTHUMG00000130306	58	Ring finger proteins
HGNC:21336	RNF146	ring finger protein 146	Approved	gene with protein product		DKFZp434O1427, dactylidin, dJ351K20.1	6q22.33	81847	ENSG00000118518	OTTHUMG00000015522	58	Ring finger proteins
HGNC:12932	TRIM25	tripartite motif containing 25	Approved	gene with protein product	ZNF147	EFP, RNF147	17q23.1	7706	ENSG00000121060	OTTHUMG00000178124	58	Ring finger proteins
HGNC:22411	RNF148	ring finger protein 148	Approved	gene with protein product		MGC35222	7q31.32	378925	ENSG00000235631	OTTHUMG00000157099	58	Ring finger proteins
HGNC:23137	RNF149	ring finger protein 149	Approved	gene with protein product		FLJ90504	2q11.2	284996	ENSG00000163162	OTTHUMG00000130685	58	Ring finger proteins
HGNC:10059	TRIM38	tripartite motif containing 38	Approved	gene with protein product	RNF15	RORET	6p22.2	10475	ENSG00000112343	OTTHUMG00000014414	58	Ring finger proteins
HGNC:23138	RNF150	ring finger protein 150	Approved	gene with protein product		KIAA1214	4q31.21	57484	ENSG00000170153	OTTHUMG00000161380	58	Ring finger proteins
HGNC:23235	RNF151	ring finger protein 151	Approved	gene with protein product			16p13.3	146310	ENSG00000179580	OTTHUMG00000176852	58	Ring finger proteins
HGNC:26811	RNF152	ring finger protein 152	Approved	gene with protein product		FLJ39176	18q21.33	220441	ENSG00000176641	OTTHUMG00000132774	58	Ring finger proteins
HGNC:26025	MARCH5	membrane associated ring-CH-type finger 5	Approved	gene with protein product	RNF153	FLJ20445, MARCH-V, MITOL	10q23.32-q23.33	54708	ENSG00000198060	OTTHUMG00000018757	58	Ring finger proteins
HGNC:24457	DTX3	deltex E3 ubiquitin ligase 3	Approved	gene with protein product		FLJ34766, RNF154	12q13.3	196403	ENSG00000178498	OTTHUMG00000170189	58	Ring finger proteins
HGNC:29151	DTX4	deltex E3 ubiquitin ligase 4	Approved	gene with protein product		KIAA0937, RNF155	11q12.1	23220	ENSG00000110042	OTTHUMG00000167336	58	Ring finger proteins
HGNC:20254	MGRN1	mahogunin ring finger 1	Approved	gene with protein product		KIAA0544, RNF156	16p13.3	23295	ENSG00000102858	OTTHUMG00000176436	58	Ring finger proteins
HGNC:29402	RNF157	ring finger protein 157	Approved	gene with protein product		KIAA1917	17q25.1	114804	ENSG00000141576	OTTHUMG00000132627	58	Ring finger proteins
HGNC:26299	SH3RF2	SH3 domain containing ring finger 2	Approved	gene with protein product	PPP1R39	FLJ23654, RNF158, Hepp1, POSHER	5q32	153769	ENSG00000156463	OTTHUMG00000129685	58	Ring finger proteins
HGNC:28264	PCGF5	polycomb group ring finger 5	Approved	gene with protein product	RNF159	MGC16202	10q23.32	84333	ENSG00000180628	OTTHUMG00000018740	58	Ring finger proteins
HGNC:13430	TRIM17	tripartite motif containing 17	Approved	gene with protein product	RNF16	terf, RBCC	1q42.13	51127	ENSG00000162931	OTTHUMG00000039974	58	Ring finger proteins
HGNC:13082	LTN1	listerin E3 ubiquitin protein ligase 1	Approved	gene with protein product	C21orf98, C21orf10, ZNF294, RNF160	KIAA0714, FLJ11053, LISTERIN	21q21.3	26046	ENSG00000198862	OTTHUMG00000078803	58	Ring finger proteins
HGNC:33482	MEX3A	mex-3 RNA binding family member A	Approved	gene with protein product	RKHD4	RNF162	1q22	92312	ENSG00000254726	OTTHUMG00000017465	58	Ring finger proteins
HGNC:13164	CNBP	CCHC-type zinc finger nucleic acid binding protein	Approved	gene with protein product	DM2, ZNF9	RNF163, ZCCHC22, CNBP1	3q21.3	7555	ENSG00000169714	OTTHUMG00000159943	58	Ring finger proteins
HGNC:21461	RC3H2	ring finger and CCCH-type domains 2	Approved	gene with protein product	MNAB	FLJ20301, FLJ20713, RNF164	9q33.2	54542	ENSG00000056586	OTTHUMG00000020632	58	Ring finger proteins
HGNC:31696	RNF165	ring finger protein 165	Approved	gene with protein product		ARKL2, RNF111L2, Ark2C	18q21.1	494470	ENSG00000141622	OTTHUMG00000179230	58	Ring finger proteins
HGNC:28856	RNF166	ring finger protein 166	Approved	gene with protein product		MGC2647, MGC14381	16q24.2-q24.3	115992	ENSG00000158717	OTTHUMG00000137863	58	Ring finger proteins
HGNC:24544	RNF167	ring finger protein 167	Approved	gene with protein product		DKFZP566H073	17p13.2	26001	ENSG00000108523	OTTHUMG00000099397	58	Ring finger proteins
HGNC:26661	RNF168	ring finger protein 168	Approved	gene with protein product		FLJ35794	3q29	165918	ENSG00000163961	OTTHUMG00000155582	58	Ring finger proteins
HGNC:26961	RNF169	ring finger protein 169	Approved	gene with protein product		KIAA1991	11q13.4	254225	ENSG00000166439	OTTHUMG00000165516	58	Ring finger proteins
HGNC:10060	RNF17	ring finger protein 17	Approved	gene with protein product	TDRD4	Mmip-2, SPATA23, FLJ11045	13q12.12	56163	ENSG00000132972	OTTHUMG00000016589	58	Ring finger proteins
HGNC:25358	RNF170	ring finger protein 170	Approved	gene with protein product	SNAX1	DKFZP564A022, ADSA	8p11.21	81790	ENSG00000120925	OTTHUMG00000165277	58	Ring finger proteins
HGNC:26077	MARCH1	membrane associated ring-CH-type finger 1	Approved	gene with protein product		FLJ20668, MARCH-I, RNF171	4q32.2-q32.3	55016	ENSG00000145416	OTTHUMG00000161204	58	Ring finger proteins
HGNC:28038	MARCH2	membrane associated ring-CH-type finger 2	Approved	gene with protein product		HSPC240, MARCH-II, RNF172	19p13.2	51257	ENSG00000099785	OTTHUMG00000182282	58	Ring finger proteins
HGNC:28728	MARCH3	membrane associated ring-CH-type finger 3	Approved	gene with protein product		MGC48332, MARCH-III, RNF173	5q23.2	115123	ENSG00000173926	OTTHUMG00000128968	58	Ring finger proteins
HGNC:29269	MARCH4	membrane associated ring-CH-type finger 4	Approved	gene with protein product		KIAA1399, MARCH-IV, RNF174	2q35	57574	ENSG00000144583	OTTHUMG00000154824	58	Ring finger proteins
HGNC:27735	RNF175	ring finger protein 175	Approved	gene with protein product		FLJ34190	4q31.3	285533	ENSG00000145428	OTTHUMG00000161557	58	Ring finger proteins
HGNC:30550	MARCH6	membrane associated ring-CH-type finger 6	Approved	gene with protein product		TEB4, MARCH-VI, RNF176	5p15.2	10299	ENSG00000145495	OTTHUMG00000162027	58	Ring finger proteins
HGNC:17393	MARCH7	membrane associated ring-CH-type finger 7	Approved	gene with protein product	AXOT	MARCH-VII, RNF177	2q24.2	64844	ENSG00000136536	OTTHUMG00000132029	58	Ring finger proteins
HGNC:23356	MARCH8	membrane associated ring-CH-type finger 8	Approved	gene with protein product	MIR	c-MIR, CMIR, MARCH-VIII, RNF178	10q11.21-q11.22	220972	ENSG00000165406	OTTHUMG00000019345	58	Ring finger proteins
HGNC:25139	MARCH9	membrane associated ring-CH-type finger 9	Approved	gene with protein product		RNF179, FLJ36578	12q14.1	92979	ENSG00000139266	OTTHUMG00000170456	58	Ring finger proteins
HGNC:13431	TRIM49	tripartite motif containing 49	Approved	gene with protein product	RNF18	TRIM49A	11p11.12-q12	57093	ENSG00000168930	OTTHUMG00000167634	58	Ring finger proteins
HGNC:27752	RNF180	ring finger protein 180	Approved	gene with protein product			5q12.3	285671	ENSG00000164197	OTTHUMG00000162278	58	Ring finger proteins
HGNC:28037	RNF181	ring finger protein 181	Approved	gene with protein product		HSPC238	2p11.2	51255	ENSG00000168894	OTTHUMG00000130182	58	Ring finger proteins
HGNC:28522	RNF182	ring finger protein 182	Approved	gene with protein product		MGC33993	6p23	221687	ENSG00000180537	OTTHUMG00000014280	58	Ring finger proteins
HGNC:28721	RNF183	ring finger protein 183	Approved	gene with protein product		MGC4734	9q32	138065	ENSG00000165188	OTTHUMG00000020520	58	Ring finger proteins
HGNC:25544	MSL2	MSL complex subunit 2	Approved	gene with protein product	RNF184, MSL2L1	FLJ10546, KIAA1585, msl-2	3q22.3	55167	ENSG00000174579	OTTHUMG00000159793	58	Ring finger proteins
HGNC:26783	RNF185	ring finger protein 185	Approved	gene with protein product		FLJ38628	22q12.2	91445	ENSG00000138942	OTTHUMG00000151253	58	Ring finger proteins
HGNC:25978	RNF186	ring finger protein 186	Approved	gene with protein product		FLJ20225	1p36.13	54546	ENSG00000178828	OTTHUMG00000002709	58	Ring finger proteins
HGNC:27146	RNF187	ring finger protein 187	Approved	gene with protein product		RACO1, RACO-1	1q42.13	149603	ENSG00000168159	OTTHUMG00000040043	58	Ring finger proteins
HGNC:21225	CBLL1	Cbl proto-oncogene like 1	Approved	gene with protein product		HAKAI, FLJ23109, RNF188	7q22.3	79872	ENSG00000105879	OTTHUMG00000154809	58	Ring finger proteins
HGNC:24821	RFFL	ring finger and FYVE like domain containing E3 ubiquitin protein ligase	Approved	gene with protein product		rififylin, fring, RNF189, RNF34L, CARP2, CARP-2	17q12	117584	ENSG00000092871	OTTHUMG00000132933	58	Ring finger proteins
HGNC:26655	MARCH10	membrane associated ring-CH-type finger 10	Approved	gene with protein product	RNF190	FLJ35757, MARCH-X	17q23.3	162333	ENSG00000173838	OTTHUMG00000179192	58	Ring finger proteins
HGNC:26302	LONRF1	LON peptidase N-terminal domain and ring finger 1	Approved	gene with protein product		FLJ23749, RNF191	8p23.1	91694	ENSG00000154359	OTTHUMG00000165475	58	Ring finger proteins
HGNC:24788	LONRF2	LON peptidase N-terminal domain and ring finger 2	Approved	gene with protein product		FLJ45273, RNF192	2q11.2	164832	ENSG00000170500	OTTHUMG00000130668	58	Ring finger proteins
HGNC:16734	MEX3D	mex-3 RNA binding family member D	Approved	gene with protein product	RKHD1	Tino, KIAA2031, OK/SW-cl.4, RNF193	19p13.3	399664	ENSG00000181588	OTTHUMG00000150369	58	Ring finger proteins
HGNC:28040	MEX3C	mex-3 RNA binding family member C	Approved	gene with protein product	RKHD2	FLJ38871, RNF194	18q21.2	51320	ENSG00000176624	OTTHUMG00000132693	58	Ring finger proteins
HGNC:25297	MEX3B	mex-3 RNA binding family member B	Approved	gene with protein product	RKHD3	DKFZp434J0617, RNF195	15q25.2	84206	ENSG00000183496	OTTHUMG00000147356	58	Ring finger proteins
HGNC:20455	CHFR	checkpoint with forkhead and ring finger domains	Approved	gene with protein product		FLJ10796, RNF196	12q24.33	55743	ENSG00000072609	OTTHUMG00000167930	58	Ring finger proteins
HGNC:15528	CGRRF1	cell growth regulator with ring finger domain 1	Approved	gene with protein product		CGR19, RNF197	14q22.2	10668	ENSG00000100532	OTTHUMG00000140308	58	Ring finger proteins
HGNC:29434	RC3H1	ring finger and CCCH-type domains 1	Approved	gene with protein product		KIAA2025, roquin, RP5-1198E17.5, RNF198	1q25.1	149041	ENSG00000135870	OTTHUMG00000037275	58	Ring finger proteins
HGNC:17479	RCHY1	ring finger and CHY zinc finger domain containing 1	Approved	gene with protein product	ZNF363	CHIMP, DKFZp586C1620, PRO1996, RNF199, ARNIP, PIRH2, ZCHY	4q21.1	25898	ENSG00000163743	OTTHUMG00000130105	58	Ring finger proteins
HGNC:13432	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	Approved	gene with protein product	RNF19	dorfin, DKFZp566B1346	8q22.2	25897	ENSG00000034677	OTTHUMG00000164707	58	Ring finger proteins
HGNC:26886	RNF19B	ring finger protein 19B	Approved	gene with protein product	IBRDC3	FLJ90005	1p35.1	127544	ENSG00000116514	OTTHUMG00000004013	58	Ring finger proteins
HGNC:10061	RNF2	ring finger protein 2	Approved	gene with protein product		BAP-1, BAP1, DING, HIPI3, RING1B, RING2	1q25.3	6045	ENSG00000121481	OTTHUMG00000035391	58	Ring finger proteins
HGNC:10062	RNF20	ring finger protein 20	Approved	gene with protein product		FLJ20382, FLJ11189, KAIA2779, BRE1A, hBRE1, BRE1	9q31.1	56254	ENSG00000155827	OTTHUMG00000020385	58	Ring finger proteins
HGNC:17440	COP1	COP1 E3 ubiquitin ligase	Approved	gene with protein product	RFWD2	FLJ10416, RNF200	1q25.1-q25.2	64326	ENSG00000143207	OTTHUMG00000034986	58	Ring finger proteins
HGNC:25539	RFWD3	ring finger and WD repeat domain 3	Approved	gene with protein product		FLJ10520, RNF201, FANCW	16q23.1	55159	ENSG00000168411	OTTHUMG00000177368	58	Ring finger proteins
HGNC:22316	ZNRF2	zinc and ring finger 2	Approved	gene with protein product		RNF202	7p14.3	223082	ENSG00000180233	OTTHUMG00000097759	58	Ring finger proteins
HGNC:18126	ZNRF3	zinc and ring finger 3	Approved	gene with protein product		KIAA1133, BK747E2.3, FLJ22057, RNF203	22q12.1	84133	ENSG00000183579	OTTHUMG00000151009	58	Ring finger proteins
HGNC:17726	ZNRF4	zinc and ring finger 4	Approved	gene with protein product		spzn, Ssrzf1, RNF204	19p13.3	148066	ENSG00000105428	OTTHUMG00000180356	58	Ring finger proteins
HGNC:9863	RAPSN	receptor associated protein of the synapse	Approved	gene with protein product		RNF205, CMS1D, CMS1E	11p11.2	5913	ENSG00000165917	OTTHUMG00000166891	58	Ring finger proteins
HGNC:30764	TRAIP	TRAF interacting protein	Approved	gene with protein product		TRIP, RNF206	3p21.31	10293	ENSG00000183763	OTTHUMG00000158269	58	Ring finger proteins
HGNC:32947	RNF207	ring finger protein 207	Approved	gene with protein product	C1orf188	FLJ46380, FLJ32096	1p36.31	388591	ENSG00000158286	OTTHUMG00000001089	58	Ring finger proteins
HGNC:25420	RNF208	ring finger protein 208	Approved	gene with protein product		DKFZP761H1710	9q34.3	727800	ENSG00000212864	OTTHUMG00000131782	58	Ring finger proteins
HGNC:26698	TRIML1	tripartite motif family like 1	Approved	gene with protein product		FLJ36180, RNF209	4q35.2	339976	ENSG00000184108	OTTHUMG00000160237	58	Ring finger proteins
HGNC:10063	TRIM34	tripartite motif containing 34	Approved	gene with protein product	RNF21		11p15.4	53840	ENSG00000258659	OTTHUMG00000066892	58	Ring finger proteins
HGNC:16449	RFPL4A	ret finger protein like 4A	Approved	gene with protein product	RFPL4	RNF210	19q13.42	342931	ENSG00000223638	OTTHUMG00000165449	58	Ring finger proteins
HGNC:45147	RFPL4AL1	ret finger protein like 4A like 1	Approved	gene with protein product		RNF210B	19q13.42	729974	ENSG00000229292	OTTHUMG00000165450	58	Ring finger proteins
HGNC:33264	RFPL4B	ret finger protein like 4B	Approved	gene with protein product		RNF211	6q21	442247	ENSG00000251258	OTTHUMG00000015390	58	Ring finger proteins
HGNC:27729	RNF212	ring finger protein 212	Approved	gene with protein product	LOC285498	FLJ38841	4p16.3	285498	ENSG00000178222	OTTHUMG00000118997	58	Ring finger proteins
HGNC:20438	RNF212B	ring finger protein 212B	Approved	gene with protein product	C14orf164		14q11.2	100507650	ENSG00000215277	OTTHUMG00000149918	58	Ring finger proteins
HGNC:14539	RNF213	ring finger protein 213	Approved	gene with protein product	C17orf27, KIAA1618, MYMY2	KIAA1554, NET57, ALO17	17q25.3	57674	ENSG00000173821	OTTHUMG00000161415	58	Ring finger proteins
HGNC:25335	RNF214	ring finger protein 214	Approved	gene with protein product		DKFZp547C195	11q23.3	257160	ENSG00000167257	OTTHUMG00000167069	58	Ring finger proteins
HGNC:33434	RNF215	ring finger protein 215	Approved	gene with protein product			22q12.2	200312	ENSG00000099999	OTTHUMG00000151016	58	Ring finger proteins
HGNC:21698	RNF216	ring finger protein 216	Approved	gene with protein product		TRIAD3, UBCE7IP1, ZIN	7p22.1	54476	ENSG00000011275	OTTHUMG00000155500	58	Ring finger proteins
HGNC:21487	RNF217	ring finger protein 217	Approved	gene with protein product	C6orf172, IBRDC1	MGC26996, dJ84N20.1	6q22.31	154214	ENSG00000146373	OTTHUMG00000015504	58	Ring finger proteins
HGNC:25762	MUL1	mitochondrial E3 ubiquitin protein ligase 1	Approved	gene with protein product	C1orf166	FLJ12875, MULAN, RNF218, MAPL, GIDE	1p36.12	79594	ENSG00000090432	OTTHUMG00000002838	58	Ring finger proteins
HGNC:20308	RNF219	ring finger protein 219	Approved	gene with protein product	C13orf7	FLJ13449	13q31.1	79596	ENSG00000152193	OTTHUMG00000017122	58	Ring finger proteins
HGNC:10064	TRIM3	tripartite motif containing 3	Approved	gene with protein product	RNF22	HAC1, BERP, RNF97	11p15.4	10612	ENSG00000110171	OTTHUMG00000133405	58	Ring finger proteins
HGNC:25552	RNF220	ring finger protein 220	Approved	gene with protein product	C1orf164	FLJ10597	1p34.1	55182	ENSG00000187147	OTTHUMG00000007697	58	Ring finger proteins
HGNC:24351	PHRF1	PHD and ring finger domains 1	Approved	gene with protein product	RNF221	KIAA1542, PPP1R125	11p15.5	57661	ENSG00000070047	OTTHUMG00000165141	58	Ring finger proteins
HGNC:34517	RNF222	ring finger protein 222	Approved	gene with protein product			17p13.1	643904	ENSG00000189051	OTTHUMG00000132049	58	Ring finger proteins
HGNC:40020	RNF223	ring finger protein 223	Approved	gene with protein product			1p36.33	401934	ENSG00000237330	OTTHUMG00000185582	58	Ring finger proteins
HGNC:41912	RNF224	ring finger protein 224	Approved	gene with protein product			9q34.3	643596	ENSG00000233198	OTTHUMG00000187399	58	Ring finger proteins
HGNC:51249	RNF225	ring finger protein 225	Approved	gene with protein product			19q13.43	646862	ENSG00000269855	OTTHUMG00000189258	58	Ring finger proteins
HGNC:33609	MARCH11	membrane associated ring-CH-type finger 11	Approved	gene with protein product		MARCH-XI, RNF226	5p15.1	441061	ENSG00000183654	OTTHUMG00000161789	58	Ring finger proteins
HGNC:27571	RNF227	ring finger protein 227	Approved	gene with protein product	LINC02581		17p13.1	284023	ENSG00000179859	OTTHUMG00000132873	58	Ring finger proteins
HGNC:10065	TRIM39	tripartite motif containing 39	Approved	gene with protein product	RNF23		6p22.1	56658	ENSG00000204599	OTTHUMG00000031066	58	Ring finger proteins
HGNC:13779	RNF24	ring finger protein 24	Approved	gene with protein product		G1L	20p13	11237	ENSG00000101236	OTTHUMG00000031770	58	Ring finger proteins
HGNC:14662	RNF25	ring finger protein 25	Approved	gene with protein product		AO7, FLJ13906	2q35	64320	ENSG00000163481	OTTHUMG00000133077	58	Ring finger proteins
HGNC:14646	RNF26	ring finger protein 26	Approved	gene with protein product		MGC2642	11q23	79102	ENSG00000173456	OTTHUMG00000166171	58	Ring finger proteins
HGNC:15579	TRIM8	tripartite motif containing 8	Approved	gene with protein product	RNF27	GERP	10q24.32	81603	ENSG00000171206	OTTHUMG00000018964	58	Ring finger proteins
HGNC:16007	TRIM63	tripartite motif containing 63	Approved	gene with protein product	RNF28	MURF-1, IRF, SMRZ	1p36.11	84676	ENSG00000158022	OTTHUMG00000007510	58	Ring finger proteins
HGNC:14215	TRIM55	tripartite motif containing 55	Approved	gene with protein product	RNF29	MURF-2	8q13.1	84675	ENSG00000147573	OTTHUMG00000164473	58	Ring finger proteins
HGNC:10066	PCGF3	polycomb group ring finger 3	Approved	gene with protein product	RNF3	FLJ36550, DONG1, RNF3A, MGC40413	4p16.3	10336	ENSG00000185619	OTTHUMG00000119000	58	Ring finger proteins
HGNC:16008	TRIM54	tripartite motif containing 54	Approved	gene with protein product	RNF30	MURF, MURF-3	2p23.3	57159	ENSG00000138100	OTTHUMG00000097078	58	Ring finger proteins
HGNC:16031	RNF31	ring finger protein 31	Approved	gene with protein product		ZIBRA, FLJ10111, FLJ23501, HOIP, Paul	14q12	55072	ENSG00000092098	OTTHUMG00000028798	58	Ring finger proteins
HGNC:17118	RNF32	ring finger protein 32	Approved	gene with protein product		FKSG33, HSD15, LMBR2	7q36.3	140545	ENSG00000105982	OTTHUMG00000151440	58	Ring finger proteins
HGNC:21162	TRIM60	tripartite motif containing 60	Approved	gene with protein product	RNF129, RNF33	FLJ35882	4q32.3	166655	ENSG00000176979	OTTHUMG00000161262	58	Ring finger proteins
HGNC:17297	RNF34	ring finger protein 34	Approved	gene with protein product		RIFF, FLJ21786, RIF	12q24.31	80196	ENSG00000170633	OTTHUMG00000171524	58	Ring finger proteins
HGNC:18736	TRIM40	tripartite motif containing 40	Approved	gene with protein product		RNF35	6p22.1	135644	ENSG00000204614	OTTHUMG00000031083	58	Ring finger proteins
HGNC:24339	TRIM61	tripartite motif containing 61	Approved	gene with protein product	RNF35		4q32.3	391712	ENSG00000183439	OTTHUMG00000161266	58	Ring finger proteins
HGNC:17857	TRIM69	tripartite motif containing 69	Approved	gene with protein product	RNF36	Trif, TRIMLESS	15q15-q21	140691	ENSG00000185880	OTTHUMG00000131246	58	Ring finger proteins
HGNC:17777	UBOX5	U-box domain containing 5	Approved	gene with protein product		UIP5, KIAA0860, Ubce7ip5, RNF37	20p13	22888	ENSG00000185019	OTTHUMG00000031731	58	Ring finger proteins
HGNC:18052	RNF38	ring finger protein 38	Approved	gene with protein product			9p13.2	152006	ENSG00000137075	OTTHUMG00000019905	58	Ring finger proteins
HGNC:18064	RNF39	ring finger protein 39	Approved	gene with protein product		HZFw1, LIRF	6p22.1	80352	ENSG00000204618	OTTHUMG00000031288	58	Ring finger proteins
HGNC:10067	RNF4	ring finger protein 4	Approved	gene with protein product		RES4-26, SNURF, SLX5	4p16.3	6047	ENSG00000063978	OTTHUMG00000160516	58	Ring finger proteins
HGNC:16867	RNF40	ring finger protein 40	Approved	gene with protein product		KIAA0661, RBP95, BRE1B, STARING	16p11.2	9810	ENSG00000103549	OTTHUMG00000132394	58	Ring finger proteins
HGNC:18401	RNF41	ring finger protein 41	Approved	gene with protein product		SBBI03, NRDP1	12q13.3	10193	ENSG00000181852	OTTHUMG00000170328	58	Ring finger proteins
HGNC:18452	ZNRF1	zinc and ring finger 1	Approved	gene with protein product		nin283, FLJ14846, DKFZp434E229	16q23.1	84937	ENSG00000186187	OTTHUMG00000137606	58	Ring finger proteins
HGNC:18505	RNF43	ring finger protein 43	Approved	gene with protein product		FLJ20315, DKFZp781H0392, URCC	17q23.2	54894	ENSG00000108375	OTTHUMG00000179077	58	Ring finger proteins
HGNC:19180	RNF44	ring finger protein 44	Approved	gene with protein product		KIAA1100	5q35.2	22838	ENSG00000146083	OTTHUMG00000130664	58	Ring finger proteins
HGNC:463	AMFR	autocrine motility factor receptor	Approved	gene with protein product		RNF45, gp78	16q13	267	ENSG00000159461	OTTHUMG00000133239	58	Ring finger proteins
HGNC:660	TRIM23	tripartite motif containing 23	Approved	gene with protein product	ARFD1	ARD1, RNF46	5q12.3	373	ENSG00000113595	OTTHUMG00000097802	58	Ring finger proteins
HGNC:17613	BFAR	bifunctional apoptosis regulator	Approved	gene with protein product		BAR, RNF47	16p13.12	51283	ENSG00000103429	OTTHUMG00000129848	58	Ring finger proteins
HGNC:590	BIRC2	baculoviral IAP repeat containing 2	Approved	gene with protein product	API1	cIAP1, hiap-2, MIHB, RNF48, c-IAP1	11q22.2	329	ENSG00000110330	OTTHUMG00000167325	58	Ring finger proteins
HGNC:591	BIRC3	baculoviral IAP repeat containing 3	Approved	gene with protein product	API2	cIAP2, hiap-1, MIHC, RNF49, MALT2, c-IAP2	11q22.2	330	ENSG00000023445	OTTHUMG00000167324	58	Ring finger proteins
HGNC:10068	RNF5	ring finger protein 5	Approved	gene with protein product		NG2, G16, RING5, RMA1	6p21.32	6048	ENSG00000204308	OTTHUMG00000031093	58	Ring finger proteins
HGNC:13702	BIRC7	baculoviral IAP repeat containing 7	Approved	gene with protein product		mliap, ML-IAP, KIAP, RNF50	20q13.33	79444	ENSG00000101197	OTTHUMG00000032957	58	Ring finger proteins
HGNC:1066	BMI1	BMI1 proto-oncogene, polycomb ring finger	Approved	gene with protein product	PCGF4	RNF51	10p12.2	648	ENSG00000168283	OTTHUMG00000017807	58	Ring finger proteins
HGNC:1099	BRAP	BRCA1 associated protein	Approved	gene with protein product		BRAP2, RNF52, IMP	12q24.12	8315	ENSG00000089234	OTTHUMG00000169600	58	Ring finger proteins
