,Schofield_et_al,Mele_et_al,Wachutka_et_al,Blumberg_et_al,biotype,gene_id,txtype,nexon,gc_gene,len_gene,gc_exon,len_exon,gc_5utr,len_5utr,gc_cds,len_cds,gc_3utr,len_3utr,gc_intron,len_intron,exonJunDen
ENSG00000087077,1.5670099351285367,2.1826336140133935,9.322268445958933,1.597907444155862,protein_coding,ENSG00000087077,protein_coding,9.0,0.5608108108108109,6068.0,0.6290608387477851,1693.0,0.5855855855855856,111.0,0.6540880503144654,1431.0,0.423841059602649,151.0,0.5344,4375.0,4.725339633786177
ENSG00000087087,1.805808348701467,3.0974069622271756,7.581700597977173,0.11234248442898759,protein_coding,ENSG00000087087,protein_coding,20.0,0.5316325025807404,13562.0,0.5829431438127091,2990.0,0.6967213114754098,244.0,0.5777270999619917,2631.0,0.4608695652173913,115.0,0.5171206961785849,10572.0,6.354515050167223
ENSG00000087095,0.7065526541695242,1.7405850999106176,8.102613113477632,-0.12647880714614856,protein_coding,ENSG00000087095,protein_coding,11.0,0.3716144562636219,153705.0,0.4086783891094725,3526.0,0.4010152284263959,197.0,0.4816919191919192,1584.0,0.34326647564469914,1745.0,0.3707442452007271,150179.0,2.8360748723766314
ENSG00000087152,-0.14082554413356455,1.9917059550936176,7.169025704550881,-0.7253329973865843,protein_coding,ENSG00000087152,protein_coding,12.0,0.5587832699619771,6575.0,0.5688795591708213,3811.0,0.6051779935275081,309.0,0.5181992337164751,1044.0,0.5858421480878763,2458.0,0.5448625180897251,2764.0,2.8863815271582265
ENSG00000087157,-0.4401656026969355,1.4807671339440924,7.4405201648238455,-0.2758540742754016,protein_coding,ENSG00000087157,protein_coding,10.0,0.5196583425702549,46011.0,0.5742272529386155,2297.0,0.7058823529411765,17.0,0.5990424895272292,1671.0,0.5024630541871922,609.0,0.5167909594180354,43714.0,3.91815411406182
ENSG00000087191,2.6909310548780727,3.432020905032136,9.168651876104002,0.16221422679230554,protein_coding,ENSG00000087191,protein_coding,12.0,0.5094791893658749,4589.0,0.5221637866265966,1331.0,0.6666666666666666,60.0,0.515970515970516,1221.0,0.5,50.0,0.5042971147943524,3258.0,8.264462809917353
ENSG00000087206,0.03548315212868861,1.7133194041407056,5.982092803952639,-0.778315812546843,protein_coding,ENSG00000087206,protein_coding,15.0,0.4187218739560202,101774.0,0.4759129759129759,2574.0,0.7391304347826086,138.0,0.4768518518518519,2160.0,0.33695652173913043,276.0,0.4172379032258065,99200.0,5.439005439005438
ENSG00000087263,1.6814042858128297,1.8916018129606542,8.952334076646421,-0.5262274376556828,protein_coding,ENSG00000087263,protein_coding,13.0,0.4038607801238637,27611.0,0.4250053798149344,4647.0,0.5691056910569106,123.0,0.4579496623695519,1629.0,0.4003454231433506,2895.0,0.3995819543633513,22964.0,2.582311168495804
ENSG00000087269,1.185010186452162,2.144246548705299,7.560751158510106,-0.2735896848361079,protein_coding,ENSG00000087269,protein_coding,18.0,0.5001766715087747,25471.0,0.5146231721034871,3556.0,0.7586206896551724,87.0,0.5182595182595182,2574.0,0.4804469273743017,895.0,0.4978325347935204,21915.0,4.780652418447693
ENSG00000087274,2.253505262186697,3.195533435713763,9.238278581101962,0.8119208532795051,protein_coding,ENSG00000087274,protein_coding,15.0,0.44840344711599794,86217.0,0.5419035846724352,4045.0,0.7446808510638298,188.0,0.5275249241439098,2307.0,0.5387096774193548,1550.0,0.44380080806114,82172.0,3.4610630407911
ENSG00000087365,1.8154524666589196,2.750980456656017,9.034388949154101,0.9463242791459632,protein_coding,ENSG00000087365,protein_coding,21.0,0.47437860760984796,16978.0,0.5510141364474493,3254.0,0.7222222222222222,54.0,0.5612438376943496,2637.0,0.4866785079928952,563.0,0.4562081025939959,13724.0,6.1462814996926864
ENSG00000087448,-0.9673348877181699,1.3988654744824986,10.036800470068414,-1.8651523053525318,protein_coding,ENSG00000087448,protein_coding,3.0,0.426911609961417,22808.0,0.42989214175654855,6490.0,0.8265306122448979,98.0,0.5968379446640316,1518.0,0.3699220352892901,4874.0,0.4257261919352862,16318.0,0.3081664098613251
ENSG00000087470,2.21392268951971,2.4873157781364146,9.16952053452455,1.0219775756666214,protein_coding,ENSG00000087470,protein_coding,17.0,0.3821010970489533,66451.0,0.4127285680360959,4211.0,0.6314363143631436,369.0,0.4138576779026217,1602.0,0.3758928571428571,2240.0,0.3800289203084833,62240.0,3.7995725480883396
ENSG00000087502,0.7318783488084315,1.6414530832399672,8.118580111798996,-0.6343790638742706,protein_coding,ENSG00000087502,protein_coding,14.0,0.3402934666027704,43821.0,0.3498907212398172,5033.0,0.5368421052631579,95.0,0.3738977072310405,1134.0,0.3380651945320715,3804.0,0.33904815922450243,38788.0,2.5829525134114837
ENSG00000087586,-0.29973785525329644,0.19790438258469353,7.448835547071381,0.2685153900470451,protein_coding,ENSG00000087586,protein_coding,9.0,0.4293620359072686,22948.0,0.4485938220378055,2169.0,0.5238095238095238,189.0,0.4414191419141914,1212.0,0.44140625,768.0,0.4273545406419943,20779.0,3.688335638543108
ENSG00000087589,-1.4173476599660448,-0.6895653316658799,6.5077795566788135,-2.7405939065894205,protein_coding,ENSG00000087589,protein_coding,5.0,0.4522617241880857,48127.0,0.4851108033240997,2888.0,0.4747474747474748,198.0,0.6038095238095238,1050.0,0.41036585365853656,1640.0,0.4501646809169079,45239.0,1.3850415512465375
ENSG00000087995,0.29994795406002783,1.5060047152740932,8.286258631312329,-0.7361498664410748,protein_coding,ENSG00000087995,protein_coding,8.0,0.4520273280855488,26932.0,0.4460317460317461,3150.0,0.6434782608695652,115.0,0.4416135881104034,942.0,0.4371715241280459,2093.0,0.4528214616096207,23782.0,2.2222222222222223
ENSG00000088038,-0.21390553237095686,1.674005745227172,7.582133261017776,-3.163982599154364,protein_coding,ENSG00000088038,protein_coding,18.0,0.5787388392857142,17920.0,0.6146202980837473,2818.0,0.7056737588652482,282.0,0.603448275862069,2262.0,0.6131386861313869,274.0,0.5720434379552377,15102.0,6.0326472675656495
ENSG00000088179,0.11769504266975458,1.8602917008947057,6.70524284783381,-0.8612243980880943,protein_coding,ENSG00000088179,protein_coding,27.0,0.3697028153863933,224978.0,0.3587015329125338,11090.0,0.6875,480.0,0.4027328299172959,2781.0,0.32290203091071656,7829.0,0.3702732271095153,213888.0,2.3444544634806133
ENSG00000088247,2.207564929139435,2.834798575685314,8.743579586633125,-0.5044722836588458,protein_coding,ENSG00000088247,protein_coding,20.0,0.5902856643662094,11447.0,0.5920481122619445,2993.0,0.7956989247311828,93.0,0.6399812734082397,2136.0,0.43324607329842935,764.0,0.589661698604211,8454.0,6.348145673237553
ENSG00000088256,-0.41100359799435404,1.3081930966585364,8.122373776244247,0.30054901978179477,protein_coding,ENSG00000088256,protein_coding,7.0,0.6167757608475606,29638.0,0.6291169451073986,4190.0,0.8793103448275862,290.0,0.6009259259259261,1080.0,0.6141843971631206,2820.0,0.6147437912606099,25448.0,1.431980906921241
ENSG00000088305,1.285846056749425,2.333115315154139,8.201607057832907,-0.862845460547055,protein_coding,ENSG00000088305,protein_coding,23.0,0.4939964234011752,46972.0,0.5394372693726938,4336.0,0.7881619937694704,321.0,0.5601092896174863,2562.0,0.4480385409497592,1453.0,0.4893751759076837,42636.0,5.07380073800738
ENSG00000088325,0.981012358346187,2.372036336558082,8.247131972766285,0.8398178035493322,protein_coding,ENSG00000088325,protein_coding,19.0,0.4152394658990965,62535.0,0.4679611650485437,3605.0,0.553030303030303,528.0,0.4562074829931973,2352.0,0.4441379310344827,725.0,0.4120142541998982,58930.0,4.993065187239943
ENSG00000088387,-0.19338722624649315,1.1266685194368486,8.085132647899561,-1.1575556973810093,protein_coding,ENSG00000088387,protein_coding,57.0,0.4175005206252966,292917.0,0.4609863086534627,7523.0,0.8909090909090909,55.0,0.4760064412238325,6210.0,0.3680445151033386,1258.0,0.41635423309529984,285394.0,7.4438388940582225
ENSG00000088448,0.00927550157487483,3.437853676637518,8.771755872266388,-1.6427250387021175,protein_coding,ENSG00000088448,protein_coding,6.0,0.4,36530.0,0.4769539078156312,2495.0,0.7333333333333333,135.0,0.5494853523357086,1263.0,0.3618960802187785,1097.0,0.3943587483472896,34035.0,2.004008016032064
ENSG00000088682,1.1899194179010737,2.134725849433343,9.407065498677353,0.8151459584088719,protein_coding,ENSG00000088682,protein_coding,9.0,0.4573665893271462,13792.0,0.5472392638036809,1630.0,0.7037037037037037,27.0,0.5799373040752351,957.0,0.4922600619195047,646.0,0.4453214931754645,12162.0,4.9079754601227
ENSG00000088812,0.49549051051493936,3.2997653741823383,8.099414920244806,-0.22810157521251578,protein_coding,ENSG00000088812,protein_coding,29.0,0.40345139671628705,180101.0,0.4753207721650676,8651.0,0.7444444444444445,90.0,0.4997668997668998,4290.0,0.4450948255677827,4271.0,0.399825021872266,171450.0,3.2366200439255577
ENSG00000088833,1.3544803710006752,3.2648053787295224,7.7462792040473545,-0.735235426540298,protein_coding,ENSG00000088833,protein_coding,9.0,0.4506286475265364,25531.0,0.5339125560538116,3568.0,0.6002304147465438,868.0,0.5516621743036837,1113.0,0.4851921865154379,1587.0,0.4370987570004098,21963.0,2.242152466367713
ENSG00000088888,0.9700069266807636,1.2788493119840694,8.423469426225383,-1.8902065348427506,protein_coding,ENSG00000088888,protein_coding,6.0,0.5252173913043479,29325.0,0.5199206622973439,11596.0,0.6190476190476191,420.0,0.625,1200.0,0.5031074578989575,9976.0,0.5286818207456709,17729.0,0.4311831666091756
ENSG00000088930,2.0892099898294076,2.8042376712423844,8.57943006568996,1.5599147036630652,protein_coding,ENSG00000088930,protein_coding,30.0,0.3721371177524712,86495.0,0.42752347417840375,3408.0,0.7205882352941176,68.0,0.4426919032597266,2853.0,0.29774127310061604,487.0,0.3698653218915113,83087.0,8.509389671361502
ENSG00000088986,2.285742506788229,2.417402931439678,7.777086744070113,3.327144950835556,protein_coding,ENSG00000088986,protein_coding,3.0,0.4703951962016478,28644.0,0.5171990171990172,814.0,0.7088122605363985,261.0,0.4740740740740741,270.0,0.38162544169611307,283.0,0.4690262306863097,27830.0,2.457002457002457
ENSG00000089006,1.282439805006387,3.046265610565697,8.073474383291487,-0.045013173991169095,protein_coding,ENSG00000089006,protein_coding,14.0,0.42130441133508617,27384.0,0.4462412587412588,2288.0,0.6677316293929713,313.0,0.4320987654320987,1215.0,0.3776315789473684,760.0,0.4190309212623526,25096.0,5.6818181818181825
ENSG00000089048,-0.7513437299955967,0.8811654949225849,7.959731678479382,0.1857642819995288,protein_coding,ENSG00000089048,protein_coding,14.0,0.3797349961028839,70565.0,0.3541666666666667,3216.0,0.462962962962963,108.0,0.3716744913928012,2556.0,0.25181159420289856,552.0,0.3809559161977164,67349.0,4.04228855721393
ENSG00000089154,1.6696164259813155,2.5263422132056683,8.497455960228514,-0.6277366223847025,protein_coding,ENSG00000089154,protein_coding,58.0,0.4967117931095773,67514.0,0.5634143531851169,8681.0,0.7777777777777778,18.0,0.5716067864271457,8016.0,0.4559505409582689,647.0,0.4868696139921473,58833.0,6.566063817532543
ENSG00000089159,1.2534447502624853,3.0938830675479276,8.687770964325717,-1.5680294026632562,protein_coding,ENSG00000089159,protein_coding,11.0,0.530063434117073,55333.0,0.5830508474576271,3835.0,0.8169014084507042,142.0,0.6138613861386139,1818.0,0.5354666666666666,1875.0,0.5261175191269564,51498.0,2.607561929595828
ENSG00000089195,0.5752155022675953,1.8079115575466234,7.96922122636276,-0.8511768967789262,protein_coding,ENSG00000089195,protein_coding,11.0,0.42537201262588303,13306.0,0.4185728917719358,2929.0,0.7265625,128.0,0.4518072289156626,1494.0,0.35042081101759753,1307.0,0.4272911246024863,10377.0,3.4141345168999657
ENSG00000089234,-0.0856651014168917,1.1092838811063777,6.808069965776011,-1.0845464672892655,protein_coding,ENSG00000089234,protein_coding,12.0,0.4438611307662459,43811.0,0.4456956956956957,3996.0,0.7560975609756098,164.0,0.4744238336143901,1779.0,0.3960058451047248,2053.0,0.4436770061534597,39815.0,2.7527527527527527
ENSG00000089248,2.2481704732018035,4.4532240938250665,8.715221057727705,1.4657664138719708,protein_coding,ENSG00000089248,protein_coding,3.0,0.4697725458898643,10024.0,0.4824399260628466,1623.0,0.575,40.0,0.5636132315521628,786.0,0.39774153074027596,797.0,0.4673253184144744,8401.0,1.2322858903265557
ENSG00000089280,2.1052087234281838,4.117320192441743,8.181714046488105,-4.437994276270393,protein_coding,ENSG00000089280,protein_coding,15.0,0.4687034277198212,14762.0,0.4975581168196914,5119.0,0.6380952380952379,105.0,0.5743200506008855,1581.0,0.4579085348092048,3433.0,0.4533858757648035,9643.0,2.7349091619456924
ENSG00000089289,1.0719685578013882,1.856295340923446,8.847581110995707,0.9132132087336287,protein_coding,ENSG00000089289,protein_coding,7.0,0.4289190340045015,32878.0,0.4881093935790725,1682.0,0.5517241379310345,319.0,0.4862745098039216,1020.0,0.434402332361516,343.0,0.4257276573919733,31196.0,3.56718192627824
ENSG00000089327,2.285742506788229,3.910837534858244,10.430245821447942,-0.7094024982640614,protein_coding,ENSG00000089327,protein_coding,9.0,0.4985139686942738,15141.0,0.588302752293578,872.0,0.7313432835820896,67.0,0.5586592178770949,537.0,0.6119402985074627,268.0,0.4930268414044432,14269.0,9.174311926605503
ENSG00000089351,-0.3587314389469675,1.1963143210344223,8.994164547729397,-2.093921801989043,protein_coding,ENSG00000089351,protein_coding,20.0,0.5568038374147942,31688.0,0.6276106194690265,2825.0,0.5492957746478874,71.0,0.6291254125412541,2424.0,0.6333333333333333,330.0,0.5498735405190036,28863.0,6.725663716814159
ENSG00000089472,1.0417336113952187,4.022738279139087,9.674276308239294,0.4568947484456951,protein_coding,ENSG00000089472,protein_coding,21.0,0.3850581739858351,106319.0,0.4676534175952104,6013.0,0.5307262569832403,179.0,0.50893102500687,3639.0,0.3940774487471526,2195.0,0.3801068729687157,100306.0,3.3261267254282387
ENSG00000089597,3.3299703030776904,4.030442613728392,9.579079126717739,0.559993464197747,protein_coding,ENSG00000089597,protein_coding,23.0,0.5002968714318338,21895.0,0.5414494264859229,3836.0,0.5825242718446602,309.0,0.5507075471698113,2544.0,0.5045778229908443,983.0,0.491555457112797,18059.0,5.7351407716371225
ENSG00000089682,0.345850517219489,3.580123369363343,8.568288134253924,-1.0281660140957205,protein_coding,ENSG00000089682,protein_coding,8.0,0.3600890016733786,54381.0,0.3931756494765413,2579.0,0.5555555555555556,27.0,0.44417077175697867,1218.0,0.34332833583208394,1334.0,0.3584417590054438,51802.0,2.7142303218301667
ENSG00000089902,-0.49197708326239104,0.6681875201868748,7.663589307921703,-1.5324889309406844,protein_coding,ENSG00000089902,protein_coding,12.0,0.4348756099860057,137913.0,0.4540079986089376,5751.0,0.7899159663865546,238.0,0.5068587105624143,1458.0,0.4152897657213317,4055.0,0.4340430683555031,132162.0,1.9127108328986264
ENSG00000090013,2.450564639633423,4.833277043231561,11.672747626454202,2.0607084535762867,protein_coding,ENSG00000090013,protein_coding,5.0,0.4980057611345004,18052.0,0.6219931271477663,873.0,0.6973684210526315,152.0,0.6247987117552335,621.0,0.49,100.0,0.4917049886489319,17179.0,4.581901489117984
ENSG00000090020,-0.37304695822933476,0.6408784740773629,6.844513942554728,-3.85957383110363,protein_coding,ENSG00000090020,protein_coding,12.0,0.5267681161993714,56317.0,0.5965801139962001,4737.0,0.6257901390644753,791.0,0.5906862745098039,2448.0,0.5907877169559412,1498.0,0.5203567274137263,51580.0,2.322144817394976
ENSG00000090054,1.860307329827961,3.333561699153876,8.30620384626182,0.9663214739113545,protein_coding,ENSG00000090054,protein_coding,15.0,0.41495484590646403,84267.0,0.3945382680560546,2783.0,0.6511627906976745,43.0,0.44585091420534456,1422.0,0.330804248861912,1318.0,0.4156521525698297,81484.0,5.030542579949696
ENSG00000090060,3.021746210502221,3.0168380548014615,8.735202651256477,1.0150343066722163,protein_coding,ENSG00000090060,protein_coding,22.0,0.3623472713511176,64739.0,0.39433502987386587,4519.0,0.7,220.0,0.4088471849865952,2238.0,0.3459485686559922,2061.0,0.3599468615078047,60220.0,4.647045806594379
ENSG00000090061,1.6481202593814783,2.155376423541175,8.83580576493847,-1.9134214025208045,protein_coding,ENSG00000090061,protein_coding,11.0,0.5007739505044665,53621.0,0.5074719800747198,1606.0,0.5,108.0,0.4758135444151275,1137.0,0.6094182825484764,361.0,0.50056714409305,52015.0,6.2266500622665015
ENSG00000090316,0.782827892074894,2.1603023725275503,7.162159887403624,1.0096093379089706,protein_coding,ENSG00000090316,protein_coding,9.0,0.5501024936812148,50247.0,0.5527039413382218,2182.0,0.4782608695652174,23.0,0.5978169605373636,1191.0,0.4989669421487603,968.0,0.5499843961302403,48065.0,3.6663611365719517
ENSG00000090339,-1.1536069791476398,0.4208966329451129,8.889659754807402,-1.4521817771166663,protein_coding,ENSG00000090339,protein_coding,7.0,0.5183918430562726,15496.0,0.5604988203572633,2967.0,0.575,40.0,0.6072545340838024,1599.0,0.5037650602409639,1328.0,0.5084204645223083,12529.0,2.0222446916076846
ENSG00000090372,0.05352844098929905,2.0788961366230607,8.288032241642712,-1.1989585256312076,protein_coding,ENSG00000090372,protein_coding,18.0,0.5733805852910014,27371.0,0.6389195148842337,3628.0,0.720620842572062,451.0,0.6320630749014454,2283.0,0.6152125279642058,894.0,0.5633660447289728,23743.0,4.6857772877618515
ENSG00000090432,-1.4046873111092768,0.23620032503556826,6.494259948817857,-1.0450320029885005,protein_coding,ENSG00000090432,protein_coding,4.0,0.4749540441176471,8704.0,0.5650741350906096,2428.0,0.6850393700787402,127.0,0.5656279508970727,1059.0,0.5523349436392915,1242.0,0.4400892288081581,6276.0,1.2355848434925865
ENSG00000090447,-1.0431998819484232,0.544036565898135,8.20660175129807,-1.403402345188348,protein_coding,ENSG00000090447,protein_coding,7.0,0.5638969566864503,15838.0,0.56957928802589,2163.0,0.6570397111913358,277.0,0.6234021632251721,1017.0,0.4787111622554661,869.0,0.5629981718464351,13675.0,2.7739251040221915
ENSG00000090470,-1.0727861916070147,0.3039833199924813,7.200834111025681,-0.5987259989533081,protein_coding,ENSG00000090470,protein_coding,5.0,0.4570906877662812,16430.0,0.5419766206163655,2823.0,0.4814814814814815,27.0,0.6522633744855967,1458.0,0.42301943198804187,1338.0,0.4394796795766885,13607.0,1.4169323414806942
ENSG00000090615,1.0064775640712047,1.777051573085133,10.086089478805208,-1.0571271584060118,protein_coding,ENSG00000090615,protein_coding,24.0,0.5356928414170392,59956.0,0.5453579774803484,9414.0,0.662534435261708,726.0,0.5923949299533022,4497.0,0.474588403722262,4191.0,0.5338926041707887,50542.0,2.443169747185044
ENSG00000090621,1.6344771047482112,3.7122399231402534,7.726621109214627,-1.421311962207739,protein_coding,ENSG00000090621,protein_coding,16.0,0.4726760563380282,15975.0,0.5401018459579885,3142.0,0.6555423122765197,839.0,0.5234493192133132,1983.0,0.340625,320.0,0.456167692667342,12833.0,4.774029280712922
ENSG00000090686,2.2075024592587886,3.1484604476307414,8.837565899568801,-0.3813519603482968,protein_coding,ENSG00000090686,protein_coding,27.0,0.418583615797692,105028.0,0.4541893362350381,4595.0,0.6486902927580893,649.0,0.425997425997426,3108.0,0.4081145584725537,838.0,0.4169545866398495,100433.0,5.658324265505985
ENSG00000090857,0.9063518888950753,2.5765049657566284,6.55236088347232,-1.7999402320967588,protein_coding,ENSG00000090857,protein_coding,19.0,0.4732376512921165,48912.0,0.5043760129659643,9255.0,0.6154649947753396,957.0,0.525,2640.0,0.4759632378932485,5658.0,0.4659706987417102,39657.0,1.9448946515397083
ENSG00000090861,0.9263410690299481,2.2605849557985582,9.123167728466518,0.20587213864936246,protein_coding,ENSG00000090861,protein_coding,21.0,0.4946978442374292,37249.0,0.5349439171699741,3477.0,0.6527777777777778,144.0,0.5321637426900585,2907.0,0.5140845070422535,426.0,0.4905543053417032,33772.0,5.752085130859936
ENSG00000090863,0.9172407837780857,2.0647231946142037,8.834664887907316,-1.206098028747507,protein_coding,ENSG00000090863,protein_coding,27.0,0.42374505285306346,159688.0,0.5006657789613849,8261.0,0.7,20.0,0.5074750830564784,3612.0,0.4944912508101102,4629.0,0.4195486934298375,151427.0,3.1473187265464233
ENSG00000090889,2.2884766900116986,3.7874136575354087,7.291265520694206,1.3346624344536924,protein_coding,ENSG00000090889,protein_coding,31.0,0.40481561059159066,130783.0,0.4621695533272562,4388.0,0.6029411764705882,68.0,0.4641795079751284,3699.0,0.43478260869565216,621.0,0.4028244788164089,126395.0,6.83682771194166
ENSG00000090989,0.9949055156677331,2.227934695271812,8.90913396274261,1.38842573545708,protein_coding,ENSG00000090989,protein_coding,19.0,0.3497540776453664,51439.0,0.4084075723830735,3592.0,0.6455696202531646,316.0,0.4011173184357542,2685.0,0.3147208121827411,591.0,0.3453508056931469,47847.0,5.011135857461023
ENSG00000091039,1.905042763090917,2.851411248852947,8.376068733535577,0.7771938172466935,protein_coding,ENSG00000091039,protein_coding,24.0,0.3647949617806836,208010.0,0.3552976930515265,7239.0,0.6237623762376238,606.0,0.3895440251572327,2544.0,0.2942039618488628,4089.0,0.3651373953409606,200771.0,3.1772344246442876
ENSG00000091127,0.78114985171021,2.2366985353275273,7.868814938631239,-0.14945851300822532,protein_coding,ENSG00000091127,nonsense_mediated_decay,17.0,0.4300361954798019,82607.0,0.4597701149425287,2436.0,0.6935483870967742,248.0,0.4283593170007424,1347.0,0.441141498216409,841.0,0.42913272879220665,80171.0,6.568144499178983
ENSG00000091140,2.671259399670884,3.929583666408048,9.35351776931476,1.5004341510655268,protein_coding,ENSG00000091140,nonsense_mediated_decay,15.0,0.3655680725713018,40567.0,0.40568348848603625,2041.0,0.6091954022988506,87.0,0.4143790849673203,1530.0,0.3325471698113208,424.0,0.3634428697502985,38526.0,6.859382655560999
ENSG00000091164,2.437241057675664,1.7178181680299325,8.324604667223172,1.4858670424282892,protein_coding,ENSG00000091164,nonsense_mediated_decay,10.0,0.3864316525974696,48451.0,0.483046683046683,2035.0,0.6032672112018671,857.0,0.5333333333333333,210.0,0.3657024793388429,968.0,0.3821957945536022,46416.0,4.422604422604422
ENSG00000091317,-0.4331361482442204,3.041956033385591,7.77082834542693,0.8471904528052749,protein_coding,ENSG00000091317,protein_coding,4.0,0.3852188849171347,21541.0,0.3843362564257635,3307.0,0.7383177570093458,107.0,0.4619565217391304,552.0,0.3538519637462236,2648.0,0.3853789623779752,18234.0,0.9071666162685214
ENSG00000091436,-0.026351991783529823,1.2310219069993706,7.065842820804689,0.19042997625893834,protein_coding,ENSG00000091436,protein_coding,20.0,0.3885570068168809,192170.0,0.4304223892200052,3859.0,0.6596858638743456,191.0,0.4544319600499376,2403.0,0.35019762845849794,1265.0,0.3876990722793676,188311.0,4.923555325213786
ENSG00000091483,2.905379784002983,4.063765514218416,9.348735164977638,2.999224056818966,protein_coding,ENSG00000091483,protein_coding,10.0,0.3686538201182364,22159.0,0.4368391764051197,1797.0,0.5897435897435898,39.0,0.4598825831702544,1533.0,0.2533333333333333,225.0,0.362636283272763,20362.0,5.0083472454090145
ENSG00000091527,1.08803980388186,1.6283927138688665,8.17253411461815,1.073907898074619,protein_coding,ENSG00000091527,protein_coding,5.0,0.42402613113960796,16532.0,0.4659812518899305,3307.0,0.8,315.0,0.5392535392535392,777.0,0.3927765237020316,2215.0,0.4135349716446125,13225.0,1.2095554883580284
ENSG00000091542,0.982144815105419,1.3130085761907733,7.831927955195794,0.8604309953870207,protein_coding,ENSG00000091542,protein_coding,4.0,0.5026404771855173,26321.0,0.5233644859813084,1605.0,0.5895691609977324,441.0,0.6172839506172839,162.0,0.4790419161676647,1002.0,0.5012947078815342,24716.0,1.8691588785046729
ENSG00000091592,-0.45245146092196087,3.560617141325461,7.082622264601073,-2.267648659332048,protein_coding,ENSG00000091592,nonsense_mediated_decay,17.0,0.4672143671473738,85083.0,0.5587956826358644,5281.0,0.5942028985507246,552.0,0.5566860465116279,4128.0,0.540765391014975,601.0,0.4611538557930879,79802.0,3.0297292179511457
ENSG00000091651,-0.7726285774167412,2.826063016062616,7.5983940346772005,0.29298049675617444,protein_coding,ENSG00000091651,protein_coding,7.0,0.4412774725274725,8736.0,0.4588235294117647,1615.0,0.6382978723404256,47.0,0.47167325428195,759.0,0.4363411619283066,809.0,0.4372981322847915,7121.0,3.7151702786377703
ENSG00000091732,0.7110543218120662,1.5251325929475736,8.063317357535498,-0.07567162653804839,protein_coding,ENSG00000091732,protein_coding,10.0,0.4445818006392088,33166.0,0.5152129817444219,1972.0,0.5882352941176471,85.0,0.5275016567263088,1509.0,0.4497354497354497,378.0,0.4401166891068795,31194.0,4.563894523326572
ENSG00000092108,2.017832849999093,3.2103865264545703,8.259571118875083,1.695199879383066,protein_coding,ENSG00000092108,protein_coding,25.0,0.3616766783053799,113701.0,0.4022891055532005,2359.0,0.6211453744493393,227.0,0.3913945049248315,1929.0,0.2610837438423645,203.0,0.3608162238867633,111342.0,10.173802458668929
ENSG00000092148,1.0485152099339397,1.5143045901487882,7.59893405074299,0.55178925346136,protein_coding,ENSG00000092148,protein_coding,43.0,0.3934643921736143,107687.0,0.432488986784141,9080.0,0.7126436781609196,435.0,0.4247414783607813,7833.0,0.35714285714285715,812.0,0.3898709016601256,98607.0,4.625550660792952
ENSG00000092199,2.7111204181159603,4.934557073864993,9.229642032103564,1.2036817212648603,protein_coding,ENSG00000092199,protein_coding,7.0,0.3978031445186302,60359.0,0.4089669797031203,3301.0,0.5622317596566524,233.0,0.4809688581314879,867.0,0.364379827351204,2201.0,0.3971572785586596,57058.0,1.8176310209027569
ENSG00000092201,1.815698380586939,2.7350727633994705,8.393781156640781,0.6222722986945504,protein_coding,ENSG00000092201,protein_coding,26.0,0.40351524090462143,32544.0,0.4419129257838935,4433.0,0.7065217391304348,92.0,0.4363867684478371,3144.0,0.43609022556390975,1197.0,0.3974600690121305,28111.0,5.639521768554027
ENSG00000092203,1.0400858386028358,2.3164582923605144,7.912446391435131,-0.2957892816908661,protein_coding,ENSG00000092203,protein_coding,10.0,0.4364658133000312,22421.0,0.4640203778391,4711.0,0.6014492753623188,276.0,0.5117899249732047,1866.0,0.41455819384974696,2569.0,0.4291360813099944,17710.0,1.91042241562301
ENSG00000092439,1.0515113176857087,2.312938218217077,7.799096811702406,-0.4612576898376168,protein_coding,ENSG00000092439,protein_coding,39.0,0.3882675100277692,129640.0,0.3953958774802543,10382.0,0.6704545454545454,264.0,0.3842443729903537,5598.0,0.393141592920354,4520.0,0.3876469503094132,119258.0,3.660181082643036
ENSG00000092470,0.7248248687367973,1.6181498354793913,7.671148105586788,0.29462988392129613,protein_coding,ENSG00000092470,protein_coding,13.0,0.41836710052884496,41411.0,0.4025940996948118,3932.0,0.6774193548387096,31.0,0.4338118022328549,1881.0,0.3693069306930693,2020.0,0.4200218789188612,37479.0,3.0518819938962363
ENSG00000092820,1.3302141772493017,1.9151223597626883,7.891093232054506,0.6513980387580094,protein_coding,ENSG00000092820,protein_coding,14.0,0.4614423453497697,53621.0,0.5072083879423329,3052.0,0.632,125.0,0.5417376490630323,1761.0,0.44168096054888506,1166.0,0.4586802191065673,50569.0,4.259501965923985
ENSG00000092853,0.2678353920976152,1.3921845971210227,7.382731481767244,-0.4269049562213387,protein_coding,ENSG00000092853,protein_coding,25.0,0.4278994974874372,49750.0,0.44789263996645,4769.0,0.6701030927835051,97.0,0.436609152288072,3999.0,0.4829123328380386,673.0,0.42577977368222136,44981.0,5.0325015726567415
ENSG00000093000,0.312374746775151,1.3923274987089393,7.255164261206306,-0.4711599489173598,protein_coding,ENSG00000093000,protein_coding,8.0,0.435105632341344,24093.0,0.4253543001358959,5151.0,0.6596858638743456,382.0,0.44918265813788205,1407.0,0.3887566924449733,3362.0,0.4377573645866329,18942.0,1.3589594253543
